Genus,prevalence_Fall,prevalence_Spring,mean_RA_Fall,mean_RA_Spring,Core_status
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Aetherobacter,1,0.2777777777777778,0.0019884104454412225,0.001986683460593145,Fall core only
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Polyangium,1,0.1111111111111111,9.301192743587921e-4,3.030370281066204e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__|g__,1,0.2777777777777778,0.004002896046363956,7.279651236495653e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__|f__|g__,1,0.2222222222222222,0.0012912664611487658,4.857030077331169e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__|g__,1,1,0.00238384518583661,0.016846091557327265,Shared core
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella,0.9444444444444444,0.3888888888888889,5.239391144881807e-4,0.0012472256915681118,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas,0.8888888888888888,0,2.301120005586353e-4,0,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__,1,0.3888888888888889,0.0024351601265590953,0.002029108024781625,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Arenimonas,0.9444444444444444,0.5,0.0013911569902793322,0.0034013718769803198,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter,1,0.7222222222222222,0.002169573157913567,0.005873984424549324,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas,0.9444444444444444,0.1111111111111111,0.0010821460400814008,5.264441163065538e-4,Fall core only
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__|f__|g__,1,1,0.010323938118026068,0.022746918322852198,Shared core
d__Bacteria|p__Proteobacteria|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae|g__,0.9444444444444444,0.5,0.0013743079577670952,0.001709579084972827,Fall core only
d__Bacteria|p__Proteobacteria|c__|o__|f__|g__,1,0.7222222222222222,0.00682799695300046,0.004489285257851337,Fall core only
d__Bacteria|p__TM6|c__SJA-4|o__|f__|g__,0.8888888888888888,0.16666666666666666,3.2763082908737523e-4,3.0493150070458184e-4,Fall core only
d__Bacteria|p__TM7|c__TM7-1|o__|f__|g__,1,0.5,0.0014240030336589112,0.0024380401185468913,Fall core only
d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus,0.9444444444444444,0.3888888888888889,6.236352659177401e-4,0.0033559917568077953,Fall core only
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__,0.9444444444444444,0.16666666666666666,8.966543996805019e-4,2.904803102157599e-4,Fall core only
d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Haloferula,0.8333333333333334,0.2222222222222222,0.001341890989104538,0.0011884410576255373,Fall core only
d__Bacteria|p__Verrucomicrobia|c__[Pedosphaerae]|o__[Pedosphaerales]|f__[Pedosphaeraceae]|g__,1,0.3888888888888889,0.00352027459417502,0.0023680685882703843,Fall core only
d__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__,0.9444444444444444,0.4444444444444444,0.0013177063501011287,0.001782273585884836,Fall core only
d__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__Chthoniobacter,0.9444444444444444,0.1111111111111111,5.379387916543137e-4,5.379745565071055e-4,Fall core only
d__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__DA101,1,0.7222222222222222,0.0015438132412452874,0.005400089682092576,Fall core only
d__Bacteria|p__Verrucomicrobia|c__[Spartobacteria]|o__[Chthoniobacterales]|f__[Chthoniobacteraceae]|g__OR-59,0.9444444444444444,0.5555555555555556,5.483386374294572e-4,0.0013314266214575065,Fall core only
d__Bacteria|p__Verrucomicrobia|c__|o__|f__|g__,1,0.7222222222222222,0.00414149534819026,0.005017349674474441,Fall core only
d__Bacteria|p__|c__|o__|f__|g__,1,1,0.13914394726383364,0.10156109623034715,Shared core
